CHILDID,PUBID,ID,obs_num,o_lifetime_earn,race,sex,treated_HS,life_earn_HS,treated_BA,life_earn_BA,treated_AA,life_earn_AA,treated_CJ,life_earn_CJ,treated_race,life_earn_race,treated_isscommschools,life_earn_isscommschools,treated_jobquality,life_earn_jobquality,treated_jobtraining,life_earn_jobtraining,race_sex,indic
0797017C,2312,29630,4,483298.03,White and Other,Male,0,483298.09,0,483298.09,0,483298.09,0,483298.09,1,483298.09,0,483298.09,0,483298.09,1,483298.09,2,1
0797019C,3070,38453,3,399566.22,White and Other,Female,0,399565.75,0,399565.75,0,399565.75,0,399565.75,1,399565.75,1,411220.09,1,467119.81,1,422588.38,1,1
0799005C,5708,70791,2,729935.81,White and Other,Female,0,729935.25,0,729935.25,0,729935.25,0,729935.25,1,729935.25,1,737787.56,0,729935.25,0,729935.25,1,1
0799013C,3828,48553,2,142949.28,White and Other,Female,1,388572.59,0,142949.28,0,142949.28,0,142949.28,1,142949.28,0,142949.28,0,142949.28,1,142949.28,1,1
0803008C,2745,34399,4,138458.86,White and Other,Female,0,138458.86,0,138458.86,0,138458.86,0,138458.86,1,138458.86,0,138458.86,0,138458.86,1,138458.86,1,1
0803014C,5100,64517,3,880837.44,White and Other,Male,0,880837.38,0,880837.38,0,880837.38,0,880837.38,1,880837.38,0,880837.38,0,880837.38,1,880837.31,2,1
0804020C,1883,23143,1,306748.84,White and Other,Female,0,306748.75,0,306748.75,0,306748.75,0,306748.75,1,306748.75,0,306748.75,1,328384.75,1,311348.53,1,1
0804024C,4907,62494,2,568059.75,White and Other,Male,0,568060.25,0,568060.25,0,568060.25,0,568060.25,1,568060.25,1,581663.31,1,643697.88,0,568060.25,2,1
0805003C,6130,74942,1,380899.97,White and Other,Male,0,380899.94,0,380899.94,0,380899.94,0,380899.94,1,380899.94,1,393052.56,0,380899.94,1,380899.94,2,1
0805003C,1720,20930,2,602669.81,White and Other,Male,0,602670.94,0,602670.94,0,602670.94,0,602670.94,1,602670.94,1,616311.63,0,602670.94,1,655598.94,2,1
0805019C,2295,29206,2,284041.09,White and Other,Male,0,284041.59,0,284041.59,0,284041.59,0,284041.59,1,284041.59,0,284041.59,1,350069.72,1,301605.22,2,1
0808009C,2769,34639,3,808569.19,White and Other,Female,0,808568.5,0,808568.5,0,808568.5,0,808568.5,1,808568.5,0,808568.5,0,808568.5,1,842321,1,1
0808010C,746,8601,1,1469819,White and Other,Male,0,1469820.1,0,1469820.1,0,1469820.1,0,1469820.1,1,1469820.1,0,1469820.1,0,1469820.1,1,1522748.1,2,1
0808013C,8667,96288,1,688134.38,Black,Male,0,688134.38,0,688134.38,1,984391.5,0,698211.69,1,1332831.8,1,700932.94,1,750630.44,1,709597.69,4,1
0808020C,3407,43186,1,674465.56,White and Other,Male,0,674466.75,0,674466.75,0,674466.75,0,674466.75,1,674466.75,0,674466.75,0,674466.75,1,727394.75,2,1
0809004C,2262,28728,1,666865.31,White and Other,Male,0,666865.69,0,666865.69,0,666865.69,0,666865.69,1,666865.69,1,689697.69,1,723417.5,1,679255.69,2,1
0809015C,809,9542,3,535019.56,White and Other,Female,0,535018.56,0,535018.56,0,535018.56,0,535018.56,1,535018.56,1,567338.81,0,535018.56,1,582303.63,1,1
0809015C,1731,20989,4,194891.7,White and Other,Female,0,194891.7,0,194891.7,0,194891.7,0,194891.7,1,194891.7,1,234565.64,0,194891.7,1,194891.7,1,1
0810017C,1040,12333,2,884011.56,Black,Female,0,884011.56,0,884011.56,0,884011.56,0,884011.56,1,1028480,1,906987.88,1,938614.5,0,884011.56,3,1
0811016C,8666,96280,3,271719.94,Black,Male,0,271720.03,0,271720.03,0,271720.03,0,281472.66,1,755623.81,0,271720.03,0,271720.03,1,297237.97,4,1
0812003C,2584,32668,3,601409.56,White and Other,Male,0,601410.31,0,601410.31,0,601410.31,0,601410.31,1,601410.31,0,601410.31,1,700753,0,601410.31,2,1
0812013C,1622,19637,1,980724.69,White and Other,Female,0,980722.44,0,980722.44,0,980722.44,0,980722.44,1,980722.44,0,980722.44,0,980722.44,1,1092950,1,1
0812013C,1622,19597,3,980724.69,White and Other,Female,0,980722.5,0,980722.5,0,980722.5,0,980722.5,1,980722.5,0,980722.5,0,980722.5,1,1092950,1,1
0812016C,3419,43299,3,973455,White and Other,Male,0,973455.75,0,973455.75,0,973455.75,0,973455.75,1,973455.75,0,973455.75,0,973455.75,1,1003456.9,2,1
0814006C,8047,92044,1,1310.6827,Black,Male,1,230028.97,0,1310.7544,0,1310.7544,0,13443.864,1,182659.55,1,56511.141,1,30110.873,1,8747.2451,4,1
0814023C,6920,83591,4,390349.09,Black,Female,0,390349.09,0,390349.09,0,390349.09,0,390349.09,1,421262.28,1,419939.28,1,429938.13,1,403911.91,3,1
0814024C,7712,89973,3,166791.95,Black,Male,0,166791.95,0,166791.95,0,166791.95,0,180327.03,1,591091.44,1,204509.81,0,166791.95,1,166791.95,4,1
0815005C,1259,14721,2,983441.19,White and Other,Male,0,983442.5,0,983442.5,0,983442.5,0,983442.5,1,983442.5,1,1014331.7,0,983442.5,1,1037851,2,1
0815011C,7636,89335,1,946644.19,Black,Female,0,946644.19,0,946644.19,0,946644.19,0,946644.19,1,996262.06,1,972587.19,0,946644.19,0,946644.19,3,1
0815024C,6490,79099,1,946222.88,White and Other,Female,0,946222.13,0,946222.13,0,946222.13,0,946222.13,1,946222.13,1,970552.19,0,946222.13,0,946222.13,1,1
0816021C,8574,95670,3,279138.94,Black,Male,0,279138.94,0,279138.94,0,279138.94,0,292990.56,1,663353.06,0,279138.94,1,309846.25,1,285724.47,4,1
0817005C,3928,49835,2,209164.08,Black,Female,0,209164.08,0,209164.08,0,209164.08,0,209164.08,1,271618.34,1,475134.25,0,209164.08,1,209164.08,3,1
0817021C,4092,52419,2,403309.69,Black,Female,0,403309.72,0,403309.72,0,403309.72,0,403309.72,1,434534.34,0,403309.72,1,441958.66,1,413795.75,3,1
0818009C,8926,98784,3,731036,White and Other,Female,0,731035.94,0,731035.94,0,731035.94,0,731035.94,1,731035.94,0,731035.94,1,749631.94,1,734951.19,1,1
0818014C,6423,78282,1,1415085.5,White and Other,Male,0,1415087,0,1415087,0,1415087,0,1415087,1,1415087,0,1415087,0,1415087,1,1479112.8,2,1
0818014C,1090,12778,3,1261995.3,White and Other,Male,0,1261999,0,1261999,0,1261999,0,1261999,1,1261999,0,1261999,0,1261999,1,1442499.3,2,1
0819009C,1707,20775,1,235641.61,Black,Male,0,235641.69,0,235641.69,0,235641.69,0,249176.77,1,675100,1,247170.31,1,278186.78,1,247213.97,4,1
0819013C,3829,48568,2,462526.16,White and Other,Male,0,462526.75,0,462526.75,0,462526.75,0,462526.75,1,462526.75,0,462526.75,1,559702.25,1,488855.53,2,1
0819013C,3310,41583,4,557093.94,White and Other,Male,0,557094.88,0,557094.88,0,557094.88,0,557094.88,1,557094.88,0,557094.88,0,557094.88,1,599459.69,2,1
0819014C,3097,38741,1,1016722.6,White and Other,Male,0,1016723.4,0,1016723.4,0,1016723.4,0,1016723.4,1,1016723.4,1,1030341.6,1,1113423,1,1049803.3,2,1
0819018C,4588,58811,3,479571.31,White and Other,Female,0,479570.88,0,479570.88,0,479570.88,0,479570.88,1,479570.88,1,488735.56,1,544813,1,501799.5,1,1
0819020C,6194,75537,2,186760.34,White and Other,Female,0,186760.09,0,186760.09,0,186760.09,0,186760.09,1,186760.09,1,196604.25,1,212863.23,1,193577.92,1,1
0824008C,423,5199,4,496613.41,White and Other,Female,0,496613.13,0,496613.13,0,496613.13,0,496613.13,1,496613.13,0,496613.13,1,560825.25,1,513920.31,1,1
0824011C,810,9571,2,1123446.1,White and Other,Male,0,1123448.9,0,1123448.9,0,1123448.9,0,1123448.9,1,1123448.9,1,1162351.9,0,1123448.9,1,1241840.3,2,1
0824012C,4227,53885,1,244422.72,Black,Female,0,244422.72,0,244422.72,0,244422.72,0,244422.72,1,200901.5,1,628688.25,0,244422.72,1,244422.72,3,1
0824015C,6036,73937,3,348440.81,White and Other,Female,0,348440.47,0,348440.47,0,348440.47,0,348440.47,1,348440.47,0,348440.47,1,412107.56,1,365617.13,1,1
0824019C,4206,53559,1,1194783.8,White and Other,Female,0,1194783.5,0,1194783.5,0,1194783.5,0,1194783.5,1,1194783.5,0,1194783.5,0,1194783.5,0,1194783.5,1,1
0824022C,2653,33441,3,115291.74,White and Other,Female,1,366898.88,0,115291.74,0,115291.74,0,115291.74,1,115291.74,1,150053.58,0,115291.74,1,115291.74,1,1
0825005C,3502,44581,3,342985.94,Black,Male,0,342985.97,0,342985.97,0,342985.97,0,353063.34,1,802714.06,0,342985.97,1,406673.63,1,364858.5,4,1
0826017C,8229,93581,2,-20509.75,Black,Male,0,-20509.75,0,-20509.75,0,-20509.75,0,-6974.7275,1,268488.47,1,-5052.7637,0,-20509.75,1,-20509.76,4,1
0827009C,8228,93577,4,204240.95,Black,Male,0,204240.94,0,204240.94,0,204240.94,1,252805.2,1,847786.31,1,229110.08,0,204240.94,1,204240.94,4,1
0827020C,1405,16625,3,803165.25,White and Other,Male,0,803166.13,0,803166.13,0,803166.13,0,803166.13,1,803166.13,1,839666.5,1,906341.56,1,838470.13,2,1
0830003C,6519,79425,2,1317546.3,White and Other,Female,0,1317545.8,0,1317545.8,0,1317545.8,0,1317545.8,1,1317545.8,1,1325398,0,1317545.8,0,1317545.8,1,1
0831015C,1805,22022,2,351865.63,Black,Male,0,351865.72,0,351865.72,0,351865.72,0,361997.81,1,1093920.5,0,351865.72,0,351865.72,1,397377.97,4,1
0833003C,4206,53596,2,1194783.8,White and Other,Female,0,1194783.5,0,1194783.5,0,1194783.5,0,1194783.5,1,1194783.5,1,1211210,0,1194783.5,0,1194783.5,1,1
0833008C,3892,49422,2,197828.05,White and Other,Male,1,377861.81,0,197828.98,0,197828.98,0,197828.98,1,197828.98,1,237899.98,1,282106.22,1,226666.61,2,1
0833012C,3043,38108,3,937599.06,White and Other,Male,0,937600.38,0,937600.38,0,937600.38,0,937600.38,1,937600.38,0,937600.38,0,937600.38,1,996672.44,2,1
0834005C,5875,72385,2,161625.97,White and Other,Female,0,161625.97,0,161625.97,0,161625.97,0,161625.97,1,161625.97,1,174560.28,0,161625.97,1,161625.97,1,1
0836008C,8140,92742,4,466181.63,Black,Female,0,466181.63,0,466181.63,0,466181.63,0,466181.63,1,505802.69,1,480644.81,0,466181.63,1,485847.72,3,1
0836012C,7625,89233,4,162829.86,Black,Female,1,331155.09,0,162829.86,0,162829.86,0,162829.86,1,131491.39,1,163398.7,0,162829.86,1,162829.86,3,1
0836012C,9004,99820,4,354286.97,Black,Female,0,354286.97,0,354286.97,0,354286.97,0,354286.97,1,491410.75,1,377997.72,0,354286.97,1,354286.97,3,1
0837006C,1324,15613,3,288015.53,Black,Female,0,288015.56,0,288015.56,0,288015.56,0,288015.56,1,254327.55,1,314442.81,0,288015.56,1,288015.56,3,1
0837008C,7030,84219,3,646174.94,Black,Male,0,646174.94,0,646174.94,0,646174.94,0,655353.63,1,1097895.6,1,679489.31,1,658014.06,0,646174.94,4,1
0838015C,4883,62183,1,1248140.4,White and Other,Male,0,1248141.6,0,1248141.6,1,1361570.9,0,1248141.6,1,1248141.6,0,1248141.6,0,1248141.6,1,1304994.5,2,1
0838024C,5902,72785,1,209164.08,Black,Female,0,209164.08,0,209164.08,0,209164.08,0,209164.08,1,182742.75,1,233482.44,0,209164.08,1,209164.08,3,1
0839005C,3463,44065,1,583570,White and Other,Female,0,583569.25,0,583569.25,0,583569.25,0,583569.25,1,583569.25,0,583569.25,0,583569.25,0,583569.25,1,1
0839016C,312,3887,2,329915.97,White and Other,Female,0,329915.34,0,329915.34,0,329915.34,0,329915.34,1,329915.34,0,329915.34,0,329915.34,1,360376.22,1,1
0839017C,2466,31402,3,1229682.5,White and Other,Male,0,1229683.8,0,1229683.8,0,1229683.8,0,1229683.8,1,1229683.8,0,1229683.8,0,1229683.8,0,1229683.8,2,1
0840022C,332,4115,1,1065502.8,White and Other,Male,0,1065505.4,0,1065505.4,0,1065505.4,0,1065505.4,1,1065505.4,0,1065505.4,0,1065505.4,0,1065505.4,2,1
0841008C,2828,35263,3,429708.06,Black,Female,0,429708.06,1,717482.13,0,429708.06,0,429708.06,1,457323.75,1,440437.97,1,461891.16,1,437845.75,3,1
0841020C,5691,70605,2,353083.09,White and Other,Female,0,353083.09,0,353083.09,0,353083.09,0,353083.09,1,353083.09,1,362478.59,0,353083.09,1,353083.09,1,1
0843010C,776,9000,4,880254.5,White and Other,Male,0,880255.75,0,880255.75,0,880255.75,0,880255.75,1,880255.75,0,880255.75,0,880255.75,1,938352.81,2,1
0845009C,5129,64865,1,353083.09,White and Other,Female,0,353083.06,0,353083.06,0,353083.06,0,353083.06,1,353083.06,1,364493.44,0,353083.06,1,353083.06,1,1
0845010C,7696,89833,3,938130.38,Black,Male,0,938130.44,0,938130.44,0,938130.44,0,943272.63,1,1247783.1,1,945984.38,0,938130.44,0,938130.44,4,1
0845013C,1346,15913,4,106693.77,Black,Male,0,106693.84,0,106693.84,0,106693.84,0,116771.23,1,585848.94,1,117293.86,0,106693.84,1,129952.13,4,1
0845018C,195,2226,3,285867.16,Black,Male,0,285867.19,0,285867.19,0,285867.19,1,347120.5,1,680483.38,0,285867.19,0,285867.19,1,285867.19,4,1
0845025C,2134,26920,1,625125.38,Black,Male,0,625125.44,0,625125.44,0,625125.44,0,634757.63,1,1168142.9,1,684160.75,0,625125.44,1,650794.44,4,1
0846010C,32,323,1,2307909.5,White and Other,Female,0,2307909.5,0,2307909.5,0,2307909.5,0,2307909.5,1,2307909.5,0,2307909.5,0,2307909.5,0,2307909.5,1,1
0849012C,7812,90631,1,182280.08,Black,Male,1,760288.69,1,975516.5,0,182280.13,0,194386.38,1,1188255.6,1,201461.2,1,217475.89,1,191456.23,4,1
0849014C,8381,94613,4,154743.56,Black,Male,0,154743.61,0,154743.61,0,154743.61,0,167618.94,1,1084949.8,1,672986.69,1,205474.48,1,168542.42,4,1
0849024C,4230,53965,3,124209.09,Black,Male,0,124209.17,0,124209.17,0,124209.17,0,134456.27,1,550447.06,1,159922.45,1,165469.05,1,135034.72,4,1
0851007C,6019,73730,4,365440.88,Black,Female,0,365440.88,0,365440.88,0,365440.88,0,365440.88,1,537810.88,1,366009.25,0,365440.88,1,365440.88,3,1
0851013C,6143,75051,4,190052.53,Black,Male,0,190052.53,0,190052.53,0,190052.53,0,203307.89,1,416986.16,1,218524.19,1,239386.39,1,203471.34,4,1
0852004C,3230,40682,3,353083.09,White and Other,Female,0,353082.69,0,353082.69,0,353082.69,0,353082.69,1,353082.69,0,353082.69,1,410602.03,1,372659.06,1,1
0853003C,3559,45195,3,1430514.8,White and Other,Male,0,1430515.4,0,1430515.4,0,1430515.4,0,1430515.4,1,1430515.4,0,1430515.4,0,1430515.4,0,1430515.4,2,1
0853019C,5425,68075,2,587805.19,White and Other,Female,0,587804.63,0,587804.63,0,587804.63,0,587804.63,1,587804.63,0,587804.63,0,587804.63,0,587804.63,1,1
0855005C,2225,28337,1,976747.25,White and Other,Male,0,976748.31,0,976748.31,0,976748.31,0,976748.31,1,976748.31,0,976748.31,0,976748.31,1,1023210.9,2,1
0855012C,2848,35460,3,923055.81,White and Other,Female,0,923055.31,0,923055.31,0,923055.31,0,923055.31,1,923055.31,1,933123.88,0,923055.31,0,923055.31,1,1
0855017C,2065,25843,2,1432723.1,White and Other,Male,0,1432723.1,0,1432723.1,0,1432723.1,0,1432723.1,1,1432723.1,0,1432723.1,0,1432723.1,0,1432723.1,2,1
0855020C,2137,26985,1,640118.81,White and Other,Male,0,640120.06,0,640120.06,0,640120.06,0,640120.06,1,640120.06,0,640120.06,0,640120.06,1,696418.31,2,1
0856007C,8709,96588,1,958488,Hispanic,Male,0,958487.88,0,958487.88,0,958487.88,0,958487.88,1,927362.06,0,958487.88,0,958487.88,1,996663.44,6,1
0856019C,1662,20278,1,69239.313,White and Other,Male,1,213826.28,0,69239.422,0,69239.422,0,69239.422,1,69239.422,1,105216.49,0,69239.422,1,69239.422,2,1
0857005C,7157,84989,3,514477.5,Black,Male,0,514477.56,0,514477.56,0,514477.56,0,526583.81,1,797571.31,1,525164.63,0,514477.56,1,534268.63,4,1
0858002C,5299,66628,2,400429.63,White and Other,Female,0,400429.59,0,400429.59,0,400429.59,0,400429.59,1,400429.59,0,400429.59,0,400429.59,1,400429.59,1,1
0858003C,3579,45343,1,1037735.9,Black,Female,0,1037735.9,0,1037735.9,0,1037735.9,0,1037735.9,1,1055596.6,1,1049296.3,0,1037735.9,0,1037735.9,3,1
0858003C,7395,87128,3,1346591,Black,Female,0,1346591.1,0,1346591.1,0,1346591.1,0,1346591.1,1,1311872.5,1,1358271.8,0,1346591.1,0,1346591.1,3,1
0858010C,7003,84056,4,670208,Black,Female,0,670208,0,670208,0,670208,0,670208,1,752604.75,1,692194.69,1,725286.5,1,689090.44,3,1
0859008C,5103,64570,3,540856.38,White and Other,Male,0,540856.88,0,540856.88,0,540856.88,0,540856.88,1,540856.88,1,558948.94,1,613876.81,1,560322.25,2,1
0859015C,4587,58758,3,208436.53,White and Other,Male,0,208436.59,0,208436.59,0,208436.59,0,208436.59,1,208436.59,1,231925.23,0,208436.59,1,208436.59,2,1
0860005C,2499,31868,4,565545.25,White and Other,Male,0,565545.75,0,565545.75,0,565545.75,0,565545.75,1,565545.75,0,565545.75,1,633794.19,0,565545.75,2,1
0860016C,3246,40944,1,342985.94,Black,Male,0,342985.97,0,342985.97,0,342985.97,0,352293.41,1,764074.25,1,353134.06,1,357334.63,1,345888.06,4,1
0860016C,6165,75294,3,341286.81,Black,Male,0,341286.88,0,341286.88,0,341286.88,0,351009.16,1,818567.94,1,350522.28,1,396440.88,1,356288.78,4,1
0860018C,3589,45372,4,907992.06,Black,Male,0,907992.06,0,907992.06,0,907992.06,0,913134.31,1,1264342.4,1,914107.81,0,907992.06,0,907992.06,4,1
0860022C,2593,32721,4,730806.63,White and Other,Male,0,730807.19,0,730807.19,0,730807.19,0,730807.19,1,730807.19,1,742469.19,0,730807.19,0,730807.19,2,1
0861021C,86,793,1,861535.75,White and Other,Female,0,861535.75,0,861535.75,0,861535.75,0,861535.75,1,861535.75,0,861535.75,0,861535.75,1,861535.75,1,1
0862003C,2652,33417,1,427465.09,White and Other,Male,0,427465.38,0,427465.38,0,427465.38,0,427465.38,1,427465.38,0,427465.38,1,473868.81,1,437586,2,1
0862003C,314,3909,4,2202248.5,White and Other,Male,0,2202252.5,0,2202252.5,0,2202252.5,0,2202252.5,1,2202252.5,0,2202252.5,0,2202252.5,1,2406340.8,2,1
0862004C,1943,24201,3,1017852.9,White and Other,Male,0,1017854.2,0,1017854.2,0,1017854.2,0,1017854.2,1,1017854.2,0,1017854.2,0,1017854.2,0,1017854.2,2,1
0862005C,4129,52925,1,444577.81,White and Other,Male,0,444578.69,0,444578.69,0,444578.69,0,444578.69,1,444578.69,1,794587.06,1,836546.56,1,476112.31,2,1
0862011C,5679,70491,1,800260.38,White and Other,Female,0,800259.94,0,800259.94,0,800259.94,0,800259.94,1,800259.94,0,800259.94,0,800259.94,0,800259.94,1,1
0862015C,5255,66108,2,1094987,White and Other,Male,0,1094988.4,0,1094988.4,0,1094988.4,0,1094988.4,1,1094988.4,0,1094988.4,0,1094988.4,1,1157015.3,2,1
0863013C,5755,71232,1,143202.31,Black,Male,0,143202.36,0,143202.36,0,143202.36,0,153124.67,1,528644.75,1,194718.33,0,143202.36,1,143202.36,4,1
0863015C,5117,64772,4,675489.13,White and Other,Male,1,946353.38,0,675490.56,0,675490.56,0,675490.56,1,675490.56,0,675490.56,0,675490.56,1,729532.5,2,1
0865002C,2585,32675,1,1017852.9,White and Other,Male,0,1017852.9,0,1017852.9,0,1017852.9,0,1017852.9,1,1017852.9,1,1041563.3,0,1017852.9,1,1017852.9,2,1
0865003C,4178,53274,3,188312.16,Black,Female,0,188312.17,0,188312.17,0,188312.17,0,188312.17,1,152210.59,1,195443.56,1,190814.7,1,188518.58,3,1
0867014C,8832,97814,2,299435.84,White and Other,Female,0,299435.63,0,299435.63,0,299435.63,0,299435.63,1,299435.63,0,299435.63,1,300495.88,1,299493.28,1,1
0868011C,2572,32548,2,1055263.3,White and Other,Female,0,1055262.5,0,1055262.5,0,1055262.5,0,1055262.5,1,1055262.5,0,1055262.5,0,1055262.5,0,1055262.5,1,1
0868016C,2928,36442,4,578912.25,White and Other,Female,0,578912.31,0,578912.31,0,578912.31,0,578912.31,1,578912.31,0,578912.31,0,578912.31,0,578912.31,1,1
0868017C,6146,75106,3,579091.69,White and Other,Female,1,676915.06,0,579091.56,0,579091.56,0,579091.56,1,579091.56,1,596474,1,621408.25,1,588333.25,1,1
0869017C,1268,14819,4,900807,White and Other,Female,0,900806.19,0,900806.19,1,1113117.9,0,900806.19,1,900806.19,0,900806.19,0,900806.19,1,941546.5,1,1
0870021C,5469,68446,1,353083.09,White and Other,Female,0,353083.06,0,353083.06,0,353083.06,0,353083.06,1,353083.06,1,379474.91,0,353083.06,1,353083.06,1,1
0870024C,1502,18034,4,413516.19,Black,Female,0,413516.22,0,413516.22,0,413516.22,0,413516.22,1,479159,1,435997,0,413516.22,1,413516.22,3,1
0871010C,4287,55119,2,184793.08,White and Other,Female,0,184792.89,0,184792.89,0,184792.89,0,184792.89,1,184792.89,0,184792.89,1,207378.13,1,189644.69,1,1
0871014C,4026,51132,1,583570,White and Other,Female,0,583569.94,0,583569.94,0,583569.94,0,583569.94,1,583569.94,0,583569.94,0,583569.94,1,583569.94,1,1
0871019C,3846,48953,4,307952.75,Black,Female,0,307952.75,0,307952.75,0,307952.75,0,307952.75,1,435343.88,0,307952.75,1,333416.53,1,313176.28,3,1
0871021C,2908,36262,2,388697.63,White and Other,Male,0,388697.75,0,388697.75,0,388697.75,0,388697.75,1,388697.75,0,388697.75,1,395938.31,1,389984.56,2,1
0872001C,5673,70425,1,606366.19,Hispanic,Male,0,606366.19,0,606366.19,0,606366.19,0,606366.19,1,692396.19,1,606128.94,1,683758.69,1,626255.06,6,1
0872002C,69,699,1,1070855.3,Black,Female,0,1070855.3,0,1070855.3,0,1070855.3,0,1070855.3,1,1043825,1,1082415.6,0,1070855.3,0,1070855.3,3,1
0872002C,69,699,2,1070855.3,Black,Female,0,1070855.3,0,1070855.3,0,1070855.3,0,1070855.3,1,1026247.8,1,1082415.6,0,1070855.3,0,1070855.3,3,1
0872005C,3170,39574,3,437929.47,White and Other,Female,0,437929.25,0,437929.25,0,437929.25,0,437929.25,1,437929.25,0,437929.25,0,437929.25,0,437929.25,1,1
0872009C,8694,96434,2,417883.94,Black,Male,0,417883.94,0,417883.94,0,417883.94,0,428131.06,1,810300.44,1,428666.16,0,417883.94,1,417883.94,4,1
0873017C,1333,15712,4,1178001.9,White and Other,Female,0,1178001.1,0,1178001.1,0,1178001.1,0,1178001.1,1,1178001.1,1,1190862.5,0,1178001.1,1,1209329.9,1,1
0873021C,3750,47507,4,78043.492,Black,Male,0,78043.531,0,78043.531,0,78043.531,0,87796.141,1,401388.91,0,78043.531,1,134377.53,1,97390.57,4,1
0874008C,4152,53056,3,443089.41,White and Other,Male,1,646650.94,0,443090.63,0,443090.63,0,443090.63,1,443090.63,0,443090.63,0,443090.63,1,489077.13,2,1
0874010C,4514,57674,1,747104.88,White and Other,Male,0,747105.75,0,747105.75,0,747105.75,0,747105.75,1,747105.75,0,747105.75,0,747105.75,1,787318.75,2,1
0876013C,8098,92363,1,1009839.1,Black,Female,0,1009839.1,0,1009839.1,1,1193778.8,0,1009839.1,1,983634.25,1,1040460.2,0,1009839.1,1,1034930.4,3,1
0877008C,6091,74500,4,1218408.3,Hispanic,Male,0,1218408.1,0,1218408.1,0,1218408.1,0,1218408.1,1,1500022.1,1,1224264.4,1,1306933.6,1,1248198.6,6,1
0877014C,6526,79796,1,901596.25,White and Other,Male,1,1217003.3,0,901596.31,0,901596.31,0,901596.31,1,901596.31,0,901596.31,0,901596.31,1,901596.31,2,1
0878006C,8927,98885,1,115291.74,White and Other,Female,0,115291.62,0,115291.62,0,115291.62,0,115291.62,1,115291.62,1,437612.03,1,131064.63,1,118609.51,1,1
0878010C,4988,63337,3,208831.41,White and Other,Female,1,470095.84,0,208831.41,0,208831.41,0,208831.41,1,208831.41,0,208831.41,0,208831.41,1,208831.41,1,1
0880002C,3967,50474,2,1094370.4,White and Other,Male,0,1094371,0,1094371,0,1094371,0,1094371,1,1094371,0,1094371,0,1094371,0,1094371,2,1
0881006C,6526,79847,3,901596.25,White and Other,Male,0,901596.38,0,901596.38,0,901596.38,0,901596.38,1,901596.38,0,901596.38,0,901596.38,1,901596.38,2,1
0881009C,1669,20346,3,1009835.3,White and Other,Female,0,1009834.9,0,1009834.9,0,1009834.9,0,1009834.9,1,1009834.9,0,1009834.9,0,1009834.9,0,1009834.9,1,1
0881014C,4579,58531,4,393200.59,White and Other,Female,0,393200.13,0,393200.13,0,393200.13,0,393200.13,1,393200.13,1,425019,0,393200.13,1,417670.56,1,1
0882008C,3321,41774,1,547597.25,White and Other,Male,0,547598.19,0,547598.19,0,547598.19,0,547598.19,1,547598.19,0,547598.19,0,547598.19,1,582463.94,2,1
0883007C,987,11606,1,2518024.3,Hispanic,Male,0,2518024.5,0,2518024.5,0,2518024.5,0,2518024.5,1,1780002.5,1,2378177.8,0,2518024.5,1,2551172.5,6,1
0883012C,8484,95129,3,542817.81,Hispanic,Male,0,542817.88,0,542817.88,0,542817.88,0,542817.88,1,391636.81,0,542817.88,1,611621.88,1,561116.13,6,1
0884014C,9004,99811,2,354286.97,Black,Female,0,354286.97,0,354286.97,0,354286.97,0,354286.97,1,612971.25,1,377997.75,0,354286.97,1,354286.97,3,1
0888013C,4579,58591,4,393200.59,White and Other,Female,0,393200.09,0,393200.09,0,393200.09,0,393200.09,1,393200.09,1,425019,0,393200.09,1,417670.53,1,1
0888022C,1735,21121,4,1188973.4,White and Other,Male,0,1188974.6,0,1188974.6,0,1188974.6,0,1188974.6,1,1188974.6,1,1202592.8,0,1188974.6,1,1243695.9,2,1
0888025C,6290,76869,1,213951.97,White and Other,Female,0,213951.86,0,213951.86,0,213951.86,0,213951.86,1,213951.86,1,233158.34,1,261398.97,0,213951.86,1,1
0889012C,4718,60585,2,236428.86,Hispanic,Female,0,236430.94,0,236430.94,0,236430.94,0,236430.94,1,354453.88,1,260252.91,1,297315.09,1,252991.42,5,1
0889024C,7760,90313,4,417883.94,Black,Male,0,417883.94,0,417883.94,0,417883.94,0,427606.22,1,903532.88,1,456483.09,1,431829.84,1,420695.34,4,1
0890017C,7136,84774,3,161974.09,Hispanic,Female,0,161975.86,0,161975.86,0,161975.86,0,161975.86,1,286275.81,1,167999.08,1,189346.89,1,169420.78,5,1
0891005C,4230,53970,2,351814.44,Black,Male,0,351814.44,0,351814.44,1,581043.75,0,350436.72,1,588081.75,1,352162.13,0,351814.44,1,351814.44,4,1
0893007C,7725,90119,3,43082.879,Black,Male,0,43082.922,0,43082.922,0,43082.922,0,55958.238,1,490424.41,1,63443.031,1,79366.914,1,52555.02,4,1
0893021C,6677,81574,1,242473.09,Hispanic,Male,1,505333.69,0,242473.09,0,242473.09,0,242473.09,1,159479.36,1,219484.47,1,288514.47,1,253957.2,6,1
0895022C,1346,15922,2,414454.44,Black,Male,0,414454.53,0,414454.53,0,414454.53,0,424701.56,1,893617.5,0,414454.53,0,414454.53,1,441760.72,4,1
0896002C,7344,86602,1,259595.97,Hispanic,Female,0,259596.48,0,259596.48,0,259596.48,0,259596.48,1,387640.53,1,269329.94,1,278778.31,1,263677.22,5,1
