CHILDID,PUBID,ID,obs_num,o_lifetime_earn,race,sex,treated_HS,life_earn_HS,treated_BA,life_earn_BA,treated_AA,life_earn_AA,treated_CJ,life_earn_CJ,treated_race,life_earn_race,treated_isscommschools,life_earn_isscommschools,treated_jobquality,life_earn_jobquality,treated_jobtraining,life_earn_jobtraining,race_sex,indic
0168024C,8927,98819,4,115291.74,White and Other,Female,1,366898.72,0,115291.61,0,115291.61,0,115291.61,1,115291.61,1,125136.96,1,131064.63,1,118609.51,1,1
0169007C,232,2713,2,1049888.3,Hispanic,Male,0,1049888.1,0,1049888.1,0,1049888.1,0,1049888.1,1,1292831.3,1,1067342.1,0,1049888.1,0,1049888.1,6,1
0169018C,4054,51820,2,909995.81,Hispanic,Male,0,909995.69,0,909995.69,0,909995.69,0,909995.69,1,903177.69,1,899981.44,1,986706.75,1,929699.13,6,1
0170013C,7557,88404,1,259595.97,Hispanic,Female,0,259595.97,0,259595.97,1,513249.97,0,259595.97,1,329116.25,1,271447.97,0,259595.97,1,259595.97,5,1
0171019C,5778,71411,4,537235.75,White and Other,Female,0,537235.75,0,537235.75,0,537235.75,0,537235.75,1,537235.75,1,554006.31,0,537235.75,1,537235.75,1,1
0174018C,7280,86225,2,268087.97,Black,Male,0,268087.97,0,268087.97,1,682501.81,1,321888.41,1,719972.81,1,285993.56,0,268087.97,1,268087.97,4,1
0174024C,7868,91057,3,490162.19,Black,Female,0,490162.19,0,490162.19,0,490162.19,0,490162.19,1,564371.81,1,509332.19,0,490162.19,1,490162.19,3,1
0175002C,955,11259,2,1091443.5,White and Other,Female,0,1091442.6,0,1091442.6,0,1091442.6,0,1091442.6,1,1091442.6,0,1091442.6,0,1091442.6,0,1091442.6,1,1
0175006C,5190,65384,4,992557.13,White and Other,Female,0,992556.31,0,992556.31,0,992556.31,0,992556.31,1,992556.31,0,992556.31,0,992556.31,0,992556.31,1,1
0175018C,2462,31345,2,306748.84,White and Other,Female,0,306748.59,0,306748.59,0,306748.59,0,306748.59,1,306748.59,0,306748.59,1,354042.63,1,319284.09,1,1
0175025C,4375,56335,2,984943.31,Hispanic,Female,0,984944.63,0,984944.63,0,984944.63,0,984944.63,1,1171377.9,0,984944.63,0,984944.63,0,984944.63,5,1
0176001C,1834,22404,2,526511.56,White and Other,Male,0,526512.31,0,526512.31,0,526512.31,0,526512.31,1,526512.31,0,526512.31,1,625855.06,1,560500.31,2,1
0176003C,8214,93428,2,1532772.6,Hispanic,Male,0,1532772.6,0,1532772.6,0,1532772.6,0,1532772.6,1,1569569.3,0,1532772.6,0,1532772.6,0,1532772.6,6,1
0178002C,3259,41091,2,557093.94,White and Other,Male,0,557094.75,0,557094.75,0,557094.75,0,557094.75,1,557094.75,0,557094.75,1,656901.5,1,591241.81,2,1
0178023C,128,1255,2,1224433.6,White and Other,Female,0,1224433,0,1224433,0,1224433,0,1224433,1,1224433,0,1224433,0,1224433,0,1224433,1,1
0178023C,128,1255,4,1224433.6,White and Other,Female,0,1224433,0,1224433,0,1224433,0,1224433,1,1224433,0,1224433,0,1224433,0,1224433,1,1
0180019C,1661,20229,1,2004783.8,Hispanic,Male,0,2004784.1,0,2004784.1,1,2325229.5,0,2004784.1,1,2390690.3,0,2004784.1,0,2004784.1,1,2004784.1,6,1
0180021C,4889,62259,4,846739.5,White and Other,Male,0,846741.56,0,846741.56,0,846741.56,0,846741.56,1,846741.56,0,846741.56,0,846741.56,1,935210.25,2,1
0184007C,5144,65001,2,1413097,White and Other,Male,0,1413099,0,1413099,0,1413099,0,1413099,1,1413099,1,1433506.9,0,1413099,1,1493525.1,2,1
0184025C,1249,14528,3,406099.75,White and Other,Female,0,406099.5,0,406099.5,0,406099.5,0,406099.5,1,406099.5,0,406099.5,0,406099.5,0,406099.5,1,1
0185019C,2262,28705,2,666865.31,White and Other,Male,0,666865.63,0,666865.63,0,666865.63,0,666865.63,1,666865.63,1,689697.63,1,723417.5,1,679255.63,2,1
0188002C,2496,31808,2,1393063.8,White and Other,Male,0,1393063.9,0,1393063.9,0,1393063.9,0,1393063.9,1,1393063.9,0,1393063.9,0,1393063.9,0,1393063.9,2,1
0188017C,1138,13250,2,779773.5,White and Other,Female,0,779772.81,0,779772.81,0,779772.81,0,779772.81,1,779772.81,0,779772.81,0,779772.81,0,779772.81,1,1
0188018C,306,3630,4,329915.97,White and Other,Female,0,329915.5,0,329915.5,0,329915.5,0,329915.5,1,329915.5,0,329915.5,1,395670.28,1,352320.25,1,1
0189023C,766,8869,4,298947.06,White and Other,Male,0,298947,0,298947,0,298947,0,298947,1,298947,0,298947,0,298947,1,292041.34,2,1
0189024C,3965,50407,2,353083.09,White and Other,Female,0,353083.03,0,353083.03,0,353083.03,0,353083.03,1,353083.03,0,353083.03,0,353083.03,1,353083.03,1,1
0190002C,5337,67008,1,493246.94,White and Other,Male,0,493247.09,0,493247.09,0,493247.09,0,493247.09,1,493247.09,1,505544.34,1,523879.34,1,499816.56,2,1
0190009C,6210,75689,2,1135006.9,White and Other,Male,0,1135007.9,0,1135007.9,0,1135007.9,0,1135007.9,1,1135007.9,1,1165452.9,0,1135007.9,0,1135007.9,2,1
0190013C,3168,39502,1,435055.78,White and Other,Female,0,435055.41,0,435055.41,1,567187.94,0,435055.41,1,435055.41,0,435055.41,1,499834.28,1,452534.47,1,1
0190013C,3168,39484,1,435055.78,White and Other,Female,0,435055.41,0,435055.41,0,435055.41,0,435055.41,1,435055.41,0,435055.41,1,499834.31,1,452534.47,1,1
0190017C,2277,28942,2,415965.09,Hispanic,Female,0,415965.09,0,415965.09,0,415965.09,0,415965.09,1,539963.88,0,415965.09,0,415965.09,1,415965.09,5,1
0194012C,1267,14803,1,942954.94,White and Other,Male,0,942955,0,942955,0,942955,0,942955,1,942955,0,942955,0,942955,0,942955,2,1
0194013C,1695,20694,2,1226188.9,White and Other,Male,0,1226189.8,0,1226189.8,0,1226189.8,0,1226189.8,1,1226189.8,0,1226189.8,0,1226189.8,0,1226189.8,2,1
0194015C,4026,51127,3,583570,White and Other,Female,0,583569.94,0,583569.94,0,583569.94,0,583569.94,1,583569.94,0,583569.94,0,583569.94,1,583569.94,1,1
0194024C,5951,73090,2,869018,Black,Female,0,869018,0,869018,0,869018,0,869018,1,897868.25,0,869018,0,869018,0,869018,3,1
0196007C,597,7234,1,212151.48,White and Other,Female,1,518004.72,0,212151.61,0,212151.61,0,212151.61,1,212151.61,0,212151.61,0,212151.61,1,209258.88,1,1
0200007C,86,794,3,861535.75,White and Other,Female,0,861535.69,0,861535.69,0,861535.69,0,861535.69,1,861535.69,0,861535.69,0,861535.69,1,861535.69,1,1
0201019C,2320,29702,2,439950.84,White and Other,Female,0,439950.84,0,439950.84,0,439950.84,0,439950.84,1,439950.84,1,473021.5,0,439950.84,1,439950.84,1,1
0202017C,889,10445,3,631991.94,White and Other,Male,0,631992.63,0,631992.63,0,631992.63,0,631992.63,1,631992.63,0,631992.63,1,701845.56,1,650577.63,2,1
0204019C,4456,57101,2,2733609,White and Other,Male,0,2733609.3,0,2733609.3,0,2733609.3,0,2733609.3,1,2733609.3,0,2733609.3,0,2733609.3,0,2733609.3,2,1
0206009C,4559,58168,4,471923.84,White and Other,Female,0,471923.81,0,471923.81,0,471923.81,0,471923.81,1,471923.81,1,485519.16,0,471923.81,1,471923.81,1,1
0206019C,5191,65402,4,610814.44,White and Other,Male,0,610815.56,0,610815.56,0,610815.56,0,610815.56,1,610815.56,0,610815.56,0,610815.56,1,662036.19,2,1
0213010C,576,7075,3,1192720.8,White and Other,Male,0,1192722.5,0,1192722.5,0,1192722.5,0,1192722.5,1,1192722.5,0,1192722.5,0,1192722.5,1,1267152.5,2,1
0213024C,3484,44356,4,467863.16,White and Other,Female,0,467862.84,0,467862.84,0,467862.84,0,467862.84,1,467862.84,0,467862.84,1,522294.16,1,482527.38,1,1
0214002C,5158,65122,1,1009235.3,White and Other,Female,0,1009235.3,0,1009235.3,0,1009235.3,0,1009235.3,1,1009235.3,1,1039824.8,0,1009235.3,0,1009235.3,1,1
0214005C,6520,79458,3,928944.69,White and Other,Female,0,928943.94,0,928943.94,0,928943.94,0,928943.94,1,928943.94,1,940368.69,0,928943.94,0,928943.94,1,1
0214012C,4985,63276,1,184793.08,White and Other,Female,0,184793.08,0,184793.08,0,184793.08,0,184793.08,1,184793.08,1,190792,0,184793.08,1,184793.08,1,1
0214016C,6001,73533,2,326138.06,White and Other,Male,1,535107.69,0,326138.75,0,326138.75,0,326138.75,1,326138.75,0,326138.75,1,419815.03,1,351534.69,2,1
0215003C,4043,51425,2,493246.94,White and Other,Male,0,493246.94,0,493246.94,0,493246.94,0,493246.94,1,493246.94,1,561385.44,0,493246.94,1,493246.94,2,1
0215011C,3237,40840,4,772646.88,White and Other,Female,0,772646.63,0,772646.63,0,772646.63,0,772646.63,1,772646.63,0,772646.63,1,809840.19,1,782434.81,1,1
0215016C,1836,22426,2,1187866.4,White and Other,Male,0,1187868,0,1187868,0,1187868,0,1187868,1,1187868,0,1187868,0,1187868,1,1262669.4,2,1
0215017C,1745,21266,1,322211.31,White and Other,Female,0,322210.78,0,322210.78,0,322210.78,0,322210.78,1,322210.78,1,333056.28,0,322210.78,0,322210.78,1,1
0219007C,2448,31158,4,1131171.4,White and Other,Female,0,1131170.8,0,1131170.8,0,1131170.8,0,1131170.8,1,1131170.8,0,1131170.8,0,1131170.8,0,1131170.8,1,1
0219008C,3912,49620,3,161625.97,White and Other,Female,1,411319.88,0,161625.36,0,161625.36,0,161625.36,1,161625.36,0,161625.36,0,161625.36,1,177671.25,1,1
0219014C,5974,73332,3,818168.44,White and Other,Female,0,818167.69,0,818167.69,0,818167.69,0,818167.69,1,818167.69,0,818167.69,0,818167.69,0,818167.69,1,1
0220001C,6167,75303,3,184793.08,White and Other,Female,0,184793.08,0,184793.08,0,184793.08,0,184793.08,1,184793.08,1,190793.63,1,186121.63,1,184858.58,1,1
0223009C,4530,57810,2,652068.69,White and Other,Male,0,652069.94,0,652069.94,0,652069.94,0,652069.94,1,652069.94,0,652069.94,0,652069.94,1,705769.75,2,1
0224014C,4997,63420,1,824673.63,White and Other,Male,0,824674.63,0,824674.63,0,824674.63,0,824674.63,1,824674.63,0,824674.63,1,921374.31,1,857754.56,2,1
0227003C,4942,62762,2,1301712.8,White and Other,Male,0,1301713.4,0,1301713.4,0,1301713.4,0,1301713.4,1,1301713.4,1,1313375.4,0,1301713.4,0,1301713.4,2,1
0227005C,5842,72068,3,2733609,White and Other,Male,0,2733613.3,0,2733613.3,0,2733613.3,0,2733613.3,1,2733613.3,1,2748748,0,2733613.3,0,2733613.3,2,1
0227007C,5566,69261,3,653492,White and Other,Male,0,653493.75,0,653493.75,0,653493.75,0,653493.75,1,653493.75,0,653493.75,0,653493.75,1,730931.31,2,1
0229013C,2027,25269,2,794126.88,White and Other,Female,0,794126.38,0,794126.38,0,794126.38,0,794126.38,1,794126.38,0,794126.38,0,794126.38,0,794126.38,1,1
0231011C,787,9207,2,364053.78,White and Other,Male,0,364054.28,0,364054.28,0,364054.28,0,364054.28,1,364054.28,1,381679.44,1,425115.31,1,380266.84,2,1
0231013C,249,2944,4,494389.53,White and Other,Male,0,494390.81,0,494390.81,0,494390.81,0,494390.81,1,494390.81,1,1056526.9,0,494390.81,1,541310.38,2,1
0231019C,5698,70686,2,697359.88,White and Other,Male,0,697361.25,0,697361.25,0,697361.25,0,697361.25,1,697361.25,1,710964.38,0,697361.25,0,697361.25,2,1
0239010C,8312,94072,2,147318.05,Black,Male,0,147318.09,0,147318.09,1,444829.69,1,157240.42,1,839036.75,1,513720.38,0,147318.09,1,147318.09,4,1
0240013C,7837,90763,4,626949.94,Black,Female,0,626949.94,0,626949.94,0,626949.94,0,626949.94,1,730796.31,1,658876.13,1,680945,1,645460.31,3,1
0240016C,4231,54010,2,142814.05,Black,Female,0,142814.06,0,142814.06,0,142814.06,0,142814.06,1,192464.86,1,149935.53,1,162608.73,1,147766.86,3,1
0241014C,8909,98576,4,1463567.3,Hispanic,Male,0,1463567.3,0,1463567.3,0,1463567.3,0,1463567.3,1,1401956.3,1,1478369.1,0,1463567.3,0,1463567.3,6,1
0241015C,4640,59573,1,735508.63,White and Other,Male,0,735508.69,0,735508.69,0,735508.69,0,735508.69,1,735508.69,1,762150.38,0,735508.69,1,735508.69,2,1
0243009C,4215,53743,3,416783.75,White and Other,Female,0,416783.72,0,416783.72,0,416783.72,0,416783.72,1,416783.72,0,416783.72,0,416783.72,1,416783.72,1,1
0243021C,2628,33242,2,816805.44,White and Other,Male,0,816805.94,0,816805.94,0,816805.94,0,816805.94,1,816805.94,1,849424.88,0,816805.94,0,816805.94,2,1
0243023C,2958,37006,4,161625.97,White and Other,Female,0,161625.22,0,161625.22,0,161625.22,0,161625.22,1,161625.22,0,161625.22,0,161625.22,1,181314.89,1,1
0245003C,5478,68542,3,486285.09,White and Other,Female,0,486284.13,0,486284.13,0,486284.13,0,486284.13,1,486284.13,0,486284.13,0,486284.13,0,486284.13,1,1
0245007C,1710,20803,1,821547.94,White and Other,Male,1,1246652.4,0,821548,0,821548,0,821548,1,821548,0,821548,1,849443.19,1,827501.13,2,1
0246007C,2174,27641,1,329915.97,White and Other,Female,0,329915.69,0,329915.69,0,329915.69,0,329915.69,1,329915.69,1,342777,1,375699.47,1,342040.44,1,1
0246011C,8825,97737,2,418348.94,White and Other,Male,0,418348.97,0,418348.97,0,418348.97,0,418348.97,1,418348.97,0,418348.97,0,418348.97,1,418348.97,2,1
0246016C,2222,28219,2,518329.84,White and Other,Female,0,518329.44,0,518329.44,0,518329.44,0,518329.44,1,518329.44,0,518329.44,1,588576.06,1,542254.38,1,1
0247017C,8365,94498,2,694883.63,Black,Female,0,694883.63,0,694883.63,0,694883.63,0,694883.63,1,728745.94,0,694883.63,0,694883.63,1,717262.31,3,1
0247022C,5921,72930,1,445849.06,White and Other,Male,0,445849.84,0,445849.84,0,445849.84,0,445849.84,1,445849.84,0,445849.84,1,531436.31,1,475137.13,2,1
0250012C,1489,17785,1,438925.19,White and Other,Female,0,438925.19,0,438925.19,0,438925.19,0,438925.19,1,438925.19,0,438925.19,0,438925.19,1,438925.19,1,1
0251017C,5241,65854,1,313873,White and Other,Female,0,313872.84,0,313872.84,0,313872.84,0,313872.84,1,313872.84,1,327849.94,1,347644.41,1,321205.13,1,1
0252007C,4279,54962,4,1450543.9,White and Other,Male,0,1450543.9,0,1450543.9,0,1450543.9,0,1450543.9,1,1450543.9,1,1462205.8,0,1450543.9,0,1450543.9,2,1
0252009C,3780,47907,1,435524.19,White and Other,Male,0,435524.16,0,435524.16,0,435524.16,0,435524.16,1,435524.16,1,436927.75,0,435524.16,1,435514.13,2,1
0252021C,7795,90536,2,323097.47,Black,Female,0,323097.47,0,323097.47,0,323097.47,0,323097.47,1,258530.11,1,345578.25,1,352722.72,1,330539.44,3,1
0252022C,686,8119,2,115291.74,White and Other,Female,0,115291.72,0,115291.72,0,115291.72,0,115291.72,1,115291.72,1,123764.21,1,118567.25,1,115795.62,1,1
0253018C,3635,45963,1,478300.31,Black,Male,1,820112.38,0,478300.34,0,478300.34,0,491835.31,1,703001.88,1,519106.72,0,478300.34,1,478300.34,4,1
0253024C,7700,89859,4,279138.94,Black,Male,0,279138.94,0,279138.94,0,279138.94,0,292674,1,659054.75,1,290564.94,0,279138.94,1,279138.94,4,1
0255011C,5387,67545,1,142949.28,White and Other,Female,0,142949.28,0,142949.28,0,142949.28,0,142949.28,1,142949.28,1,533256.88,0,142949.28,1,142949.28,1,1
0257018C,1332,15696,4,940456.69,White and Other,Male,0,940456.63,0,940456.63,0,940456.63,0,940456.63,1,940456.63,0,940456.63,0,940456.63,0,940456.63,2,1
0258008C,2955,36933,1,181208.27,White and Other,Male,0,181208.53,0,181208.53,0,181208.53,0,181208.53,1,181208.53,1,246898.94,1,216500.83,1,188827.31,2,1
0258012C,3403,43051,4,161625.97,White and Other,Female,0,161625.97,0,161625.97,0,161625.97,0,161625.97,1,161625.97,1,171706.48,0,161625.97,1,161625.97,1,1
0258023C,2623,33146,2,543835.19,White and Other,Male,0,543836.13,0,543836.13,0,543836.13,0,543836.13,1,543836.13,0,543836.13,0,543836.13,1,584253.81,2,1
0259007C,4438,56869,2,207865.75,White and Other,Female,0,207865.59,0,207865.59,0,207865.59,0,207865.59,1,207865.59,1,222864.86,1,226141.3,1,211747.02,1,1
0259023C,705,8241,3,363960.47,White and Other,Female,0,363960.34,0,363960.34,0,363960.34,0,363960.34,1,363960.34,0,363960.34,1,387436.94,1,368974.53,1,1
0263004C,7943,91474,4,646174.94,Black,Male,0,646174.94,0,646174.94,0,646174.94,0,655869.19,1,1184987,0,646174.94,1,664777,1,650034.75,4,1
0263012C,1053,12383,3,456241.81,Black,Male,0,456241.88,0,456241.88,0,456241.88,0,465994.47,1,1056793.6,0,456241.88,1,519001.44,1,477795.66,4,1
0265006C,791,9304,3,615067.31,White and Other,Female,0,615067.31,0,615067.31,0,615067.31,0,615067.31,1,615067.31,0,615067.31,0,615067.31,0,615067.31,1,1
0265009C,2094,26456,4,628828.56,White and Other,Female,0,628828.19,0,628828.19,0,628828.19,0,628828.19,1,628828.19,0,628828.19,1,688839.69,1,645010.56,1,1
0269021C,1489,17800,4,438925.19,White and Other,Female,0,438925.19,0,438925.19,1,571758.69,0,438925.19,1,438925.19,0,438925.19,0,438925.19,1,438925.19,1,1
0270010C,1742,21212,1,142982.5,White and Other,Female,0,142982.05,0,142982.05,0,142982.05,0,142982.05,1,142982.05,1,149052.02,1,177917.72,1,154860.8,1,1
0270024C,3009,37658,3,915462.94,White and Other,Female,0,915462.13,0,915462.13,0,915462.13,0,915462.13,1,915462.13,0,915462.13,0,915462.13,0,915462.13,1,1
0271014C,1243,14461,3,577634.38,White and Other,Female,0,577634.19,0,577634.19,0,577634.19,0,577634.19,1,577634.19,0,577634.19,0,577634.19,0,577634.19,1,1
0272021C,1832,22389,4,579854.5,White and Other,Male,0,579854.94,0,579854.94,0,579854.94,0,579854.94,1,579854.94,0,579854.94,1,654451.44,1,599730.25,2,1
0279002C,3072,38488,4,817917.75,White and Other,Male,0,817918.31,0,817918.31,0,817918.31,0,817918.31,1,817918.31,0,817918.31,0,817918.31,1,843884.13,2,1
0279018C,1752,21362,2,1557056,White and Other,Female,0,1557054.9,0,1557054.9,0,1557054.9,0,1557054.9,1,1557054.9,0,1557054.9,0,1557054.9,0,1557054.9,1,1
0280023C,2937,36538,1,583570,White and Other,Female,0,583569.88,0,583569.88,0,583569.88,0,583569.88,1,583569.88,0,583569.88,0,583569.88,0,583569.88,1,1
0282023C,6526,79793,4,901596.25,White and Other,Male,0,901596.44,0,901596.44,0,901596.44,0,901596.44,1,901596.44,1,925882.13,0,901596.44,1,901596.44,2,1
0283002C,5052,64103,4,1025272.5,White and Other,Male,0,1025274.2,0,1025274.2,0,1025274.2,0,1025274.2,1,1025274.2,1,1038892.4,0,1025274.2,1,1099614.3,2,1
0284019C,3720,47075,4,230060.06,White and Other,Female,0,230059.48,0,230059.48,0,230059.48,0,230059.48,1,230059.48,1,236202.33,0,230059.48,1,244958.98,1,1
0284020C,1575,18946,3,383978.72,White and Other,Female,0,383978.63,0,383978.63,1,632406.69,0,383978.63,1,383978.63,0,383978.63,1,406921.78,1,388872.69,1,1
0285002C,4093,52426,4,133537.95,White and Other,Female,0,133537.94,0,133537.94,0,133537.94,0,133537.94,1,133537.94,1,143864.44,0,133537.94,1,133537.94,1,1
0285013C,7877,91095,2,366065.97,Hispanic,Female,0,366068.69,0,366068.66,0,366068.66,0,366068.66,1,267850,1,628229.56,0,366068.69,1,387858.81,5,1
0285021C,7675,89684,2,16224.636,Hispanic,Male,0,16224.648,0,16224.648,0,16224.648,0,16224.648,1,47169.609,1,32163.063,0,16224.648,1,16224.646,6,1
0286003C,3258,41085,1,666234.13,White and Other,Male,0,666235.31,0,666235.31,1,781114.81,0,666235.31,1,666235.31,1,686643.38,0,666235.31,1,725992.75,2,1
0286017C,4129,52926,4,444577.81,White and Other,Male,0,444578.69,0,444578.69,0,444578.69,0,444578.69,1,444578.69,1,503453.63,1,536706,1,476112.31,2,1
0290001C,4080,52157,4,501032.06,Hispanic,Male,0,501031.94,0,501031.94,0,501031.94,0,501031.94,1,682375.5,1,507087.69,1,589808.44,1,530908.5,6,1
0290002C,3211,40328,1,766116.06,White and Other,Female,0,766115.81,0,766115.81,0,766115.81,0,766115.81,1,766115.81,0,766115.81,0,766115.81,0,766115.81,1,1
0290004C,4713,60481,4,754755.75,White and Other,Male,0,754756.38,0,754756.38,0,754756.38,0,754756.38,1,754756.38,0,754756.38,1,849290.44,1,780366.69,2,1
0290007C,5339,67022,2,549572.06,White and Other,Male,0,549572.5,0,549572.5,0,549572.5,0,549572.5,1,549572.5,1,563213.19,1,619680.19,1,568226.81,2,1
0290012C,974,11465,3,763244.88,White and Other,Male,0,763245.13,0,763245.13,0,763245.13,0,763245.13,1,763245.13,0,763245.13,0,763245.13,0,763245.13,2,1
0292008C,1933,24062,4,1443247,White and Other,Male,0,1443247.8,1,1621941.1,0,1443247.8,0,1443247.8,1,1443247.8,1,1457885.4,0,1443247.8,1,1480627.8,2,1
0292019C,8429,94853,4,228981.41,Black,Male,0,228981.44,0,228981.44,0,228981.44,0,241467.75,1,687123.94,1,419955.13,1,274848.63,1,244733.81,4,1
0295011C,6281,76630,2,432321.84,White and Other,Female,0,432321.59,0,432321.59,1,563958.81,0,432321.59,1,432321.59,0,432321.59,1,479615.59,1,444857.06,1,1
0296005C,8,84,3,1262192.8,White and Other,Female,0,1262192.1,0,1262192.1,0,1262192.1,0,1262192.1,1,1262192.1,0,1262192.1,0,1262192.1,0,1262192.1,1,1
0300004C,1176,13678,1,1846433.4,White and Other,Male,0,1846433.9,0,1846433.9,0,1846433.9,0,1846433.9,1,1846433.9,0,1846433.9,0,1846433.9,0,1846433.9,2,1
0300008C,3615,45748,2,437732.63,White and Other,Female,0,437732.47,0,437732.47,0,437732.47,0,437732.47,1,437732.47,0,437732.47,1,475150.53,1,445885.81,1,1
0300008C,5154,65075,4,292209.84,White and Other,Female,0,292209.44,0,292209.44,0,292209.44,0,292209.44,1,292209.44,0,292209.44,1,355428.91,1,313743.41,1,1
0300022C,5255,66103,3,1094987,White and Other,Male,0,1094988.4,0,1094988.4,0,1094988.4,0,1094988.4,1,1094988.4,1,1120992,0,1094988.4,1,1157015.3,2,1
0301011C,5583,69424,3,1035834.4,White and Other,Female,0,1035833.6,0,1035833.6,0,1035833.6,0,1035833.6,1,1035833.6,0,1035833.6,0,1035833.6,0,1035833.6,1,1
0302012C,911,10612,4,448774.13,Hispanic,Male,0,448774.13,0,448774.13,0,448774.13,0,448774.13,1,875941.88,0,448774.13,0,448774.13,1,448774.13,6,1
0303008C,1590,19161,1,639490.31,White and Other,Female,0,639490.19,0,639490.19,0,639490.19,0,639490.19,1,639490.19,0,639490.19,0,639490.19,0,639490.19,1,1
0304024C,1380,16340,4,643847.94,White and Other,Female,0,643847.56,0,643847.56,0,643847.56,0,643847.56,1,643847.56,0,643847.56,1,711392.88,1,662079.06,1,1
0307022C,3396,42972,1,143754.38,White and Other,Male,0,143754.52,0,143754.52,0,143754.52,0,143754.52,1,143754.52,1,155730.39,1,151289.67,1,145123.34,2,1
0311002C,2855,35543,1,807577.75,White and Other,Female,0,807577.25,0,807577.25,0,807577.25,0,807577.25,1,807577.25,1,821594.94,0,807577.25,1,832995.38,1,1
0312002C,2290,29121,3,800693.88,White and Other,Male,0,800694.69,0,800694.69,0,800694.69,0,800694.69,1,800694.69,0,800694.69,0,800694.69,0,800694.69,2,1
0312006C,5980,73451,2,1037573.2,White and Other,Female,0,1037572.7,0,1037572.7,0,1037572.7,0,1037572.7,1,1037572.7,0,1037572.7,0,1037572.7,1,1062322.3,1,1
0312013C,4815,61583,2,518867.16,White and Other,Female,0,518866.72,0,518866.72,0,518866.72,0,518866.72,1,518866.72,0,518866.72,0,518866.72,0,518866.72,1,1
0313006C,259,3005,2,1137659.1,White and Other,Male,0,1137659.4,0,1137659.4,0,1137659.4,0,1137659.4,1,1137659.4,0,1137659.4,0,1137659.4,0,1137659.4,2,1
